"영화명","누적관객수","매출액점유율","누적매출액","스크린수","매출액","관객수","상영횟수","개봉일","제작사","배급사","등급","장르","감독","배우"
"교회누나 무삭제판",1,0,2000,1,2000,1,1,"2018-12-14","(주)엔트리미디어","(주)엔트리미디어","청소년관람불가","멜로/로맨스","에로핑","강소은"
"사돈처녀",223,0,1046000,20,1046000,223,20,"2018-12-14","(주)컨텐츠 빌리지","(주)컨텐츠 빌리지","청소년관람불가","멜로/로맨스","김태수","김세희"
"옆집소녀2-무삭제",1,0,5000,1,5000,1,1,"2018-12-14","스마일컨텐츠","스마일컨텐츠","청소년관람불가","멜로/로맨스","성기만",""
"남의 아내",171,0,942000,20,942000,171,20,"2018-12-18","(주)가온콘텐츠","(주)가온콘텐츠","청소년관람불가","드라마","한동호","김태일"
"어린 새엄마들",1,0,5000,1,5000,1,1,"2018-12-18","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","이정",""
"여선생2",173,0,946000,20,946000,173,20,"2018-12-18","(주)영화사히트","(주)영화사히트","청소년관람불가","코미디","김대성","윤재"
"젊은 처제들 (감독판)",1,0,5000,1,5000,1,1,"2018-12-18","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","강정훈",""
"친구엄마 2018 (무삭제)",1,0,5000,1,5000,1,1,"2018-12-18","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","이진명",""
"마약왕",1864076,0.009,16222446942,1297,16222446942,1864076,45453,"2018-12-19","(주)하이브미디어코프","(주)쇼박스","청소년관람불가","범죄","우민호","송강호"
"맛있는 누나들",110,0,644000,20,644000,110,20,"2018-12-19","스마일컨텐츠","스마일컨텐츠","청소년관람불가","멜로/로맨스","강백호","설영"
"스윙키즈",1473125,0.007,12094670292,984,12094670292,1473125,42247,"2018-12-19","(주)안나푸르나필름","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","드라마","강형철","도경수"
"내 처제가 된 첫사랑",1,0,6000,1,6000,1,1,"2018-12-20","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김이슬","박주빈"
"자매의은밀한스와핑",1,0,5000,1,5000,1,1,"2018-12-21","스마일컨텐츠","스마일컨텐츠","청소년관람불가","멜로/로맨스","정민용",""
"점박이 한반도의 공룡2 : 새로운 낙원",550145,0.002,4293746800,672,4293746800,550145,12584,"2018-12-25","(주)드림써치C&C","(주)넥스트엔터테인먼트월드(NEW)","전체관람가","애니메이션","한상호","박희순"
"가정부 길들이기",169,0,938000,20,938000,169,20,"2018-12-26","(주)가온콘텐츠","(주)가온콘텐츠","청소년관람불가","멜로/로맨스","한동호",""
"내 착한 새엄마",1,0,5000,1,5000,1,1,"2018-12-26","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","이재금",""
"장모님들 (감독판)",1,0,5000,1,5000,1,1,"2018-12-26","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","강정훈",""
"젊은 형수님들 (감독판)",1,0,5000,1,5000,1,1,"2018-12-26","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","강정훈",""
"하숙집 여주인의 목적-무삭제판",1,0,1000,1,1000,1,1,"2018-12-26","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","이민",""
"PMC: 더 벙커",1671548,0.008,14024838424,1081,14024838424,1671548,49806,"2018-12-26","(주)퍼펙트스톰필름","(주)씨제이이엔엠","15세이상관람가","액션","김병우","하정우"
"밀애 : 착한 형수",20,0,105000,20,105000,20,20,"2018-12-27","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김부곤","이채담"
"엄마친구의맛",1,0,5000,1,5000,1,1,"2018-12-28","스마일컨텐츠","스마일컨텐츠","청소년관람불가","멜로/로맨스","정민용",""
"짱",1,0,6000,1,6000,1,1,"2018-12-28","(주)영화사 사계절","(주)영화사 사계절","청소년관람불가","액션","송재덕","문지후"
"초대녀 2",196,0,1424000,20,1424000,196,22,"2018-12-28","(주)컨텐츠 빌리지","(주)컨텐츠 빌리지","청소년관람불가","멜로/로맨스","최우성","김소희"
"언니",198377,0.001,1757528250,530,1757528250,198377,11321,"2019-01-01","필름에이픽쳐스","(주)제이앤씨미디어그룹","청소년관람불가","액션","임경택","이시영"
"상류시대",170,0,943000,20,943000,170,21,"2019-01-03","(주)라온컴퍼니플러스","(주)라온컴퍼니플러스","청소년관람불가","멜로/로맨스","한동호",""
"새엄마 3",20,0,105000,20,105000,20,20,"2019-01-03","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김부곤",""
"조선음란기방 옥미향 명기열전",244,0,1183000,20,1183000,244,20,"2019-01-03","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","이전",""
"매력적인 장모님들",1,0,5000,1,5000,1,1,"2019-01-04","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","이재금",""
"아빠친구2-무삭제판",1,0,5000,1,5000,1,1,"2019-01-04","스마일컨텐츠","스마일컨텐츠","청소년관람불가","멜로/로맨스","감자",""
"어린 형수 4",173,0,946000,20,946000,173,20,"2019-01-04","너바나 필름","(주)컨텐츠 빌리지","청소년관람불가","멜로/로맨스","최우성",""
"내안의 그놈",1917999,0.009,16420764567,1041,16420764567,1917999,61752,"2019-01-09","(주)에코필름","(주)메리크리스마스","15세이상관람가","판타지","강효진","박성웅"
"말모이",2866453,0.013,23989598520,1203,23989598520,2866453,87843,"2019-01-09","더램프(주)","롯데컬처웍스(주)롯데엔터테인먼트","12세이상관람가","드라마","엄유나","유해진"
"극장판 공룡메카드: 타이니소어의 섬",410274,0.002,3141498420,763,3141498420,410274,15122,"2019-01-10","(주)초이락컨텐츠팩토리","(주)넥스트엔터테인먼트월드(NEW)","전체관람가","애니메이션","최신규","김서영"
"아내의 엄마들(감독판)",1,0,5000,1,5000,1,1,"2019-01-11","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","이진",""
"어린 새엄마들 (감독판)",1,0,5000,1,5000,1,1,"2019-01-11","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","이정",""
"어린 장모들 (감독판)",1,0,5000,1,5000,1,1,"2019-01-11","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","강정훈",""
"어린 형수님들",1,0,5000,1,5000,1,1,"2019-01-11","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","이재금",""
"착한형수의사정",1,0,5000,1,5000,1,1,"2019-01-11","스마일컨텐츠","스마일컨텐츠","청소년관람불가","멜로/로맨스","정민용",""
"처제와 형수들",1,0,5000,1,5000,1,1,"2019-01-11","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","이정",""
"내 동생의 아내",20,0,105000,20,105000,20,20,"2019-01-14","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","조태호",""
"등산의 참맛",171,0,942000,20,942000,171,20,"2019-01-15","(주)라온컴퍼니플러스","(주)라온컴퍼니플러스","청소년관람불가","멜로/로맨스","한동호",""
"그대 이름은 장미",89238,0,748806970,540,748806970,89238,7709,"2019-01-16","(주)엠씨엠씨","(주)리틀빅픽쳐스","12세이상관람가","코미디","조석현","유호정"
"언더독",195565,0.001,1498087830,612,1498087830,195565,10777,"2019-01-16","(주)오돌또기","(주)넥스트엔터테인먼트월드(NEW)","전체관람가","애니메이션","오성윤","도경수"
"여직원들 : 직장 연애사 2",20,0,105000,20,105000,20,20,"2019-01-17","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","조태호",""
"동갑내기 엄마-무삭제",1,0,5000,1,5000,1,1,"2019-01-18","스마일컨텐츠","스마일컨텐츠","청소년관람불가","멜로/로맨스","성기만",""
"물좋은하숙집2",1,0,5000,1,5000,1,1,"2019-01-18","에이원 미디어","에이원 미디어","청소년관람불가","멜로/로맨스","장두만",""
"여기어때 빈방있나요",1,0,2000,1,2000,1,1,"2019-01-18","(주)엔트리미디어","(주)엔트리미디어","청소년관람불가","멜로/로맨스","준세","이은미"
"어린 처형- 무삭제판",1,0,2000,1,2000,1,1,"2019-01-22","너바나 필름","(주)컨텐츠 빌리지","청소년관람불가","멜로/로맨스","계장혁",""
"극한직업",16265618,0.075,139651845516,2003,139651845516,16265618,292584,"2019-01-23","(주)어바웃잇","(주)씨제이이엔엠","15세이상관람가","코미디","이병헌","류승룡"
"내 아내의 언니 3",20,0,105000,20,105000,20,20,"2019-01-24","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","조태호",""
"어린 누나 2 - 무삭제판",1,0,2000,1,2000,1,1,"2019-01-24","(주)컨텐츠 빌리지","(주)컨텐츠 빌리지","청소년관람불가","멜로/로맨스","정진호",""
"내친구의두엄마",1,0,5000,1,5000,1,1,"2019-01-25","스마일컨텐츠","스마일컨텐츠","청소년관람불가","멜로/로맨스","정민용",""
"아내의 엄마 2",1,0,6000,1,6000,1,1,"2019-01-25","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김빛나","이채담"
"내 착한 새엄마 (감독판)",1,0,5000,1,5000,1,1,"2019-01-29","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","이재금",""
"매력적인 장모님들 (감독판)",1,0,5000,1,5000,1,1,"2019-01-29","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","이재금",""
"어린 제부 2019",1,0,5000,1,5000,1,1,"2019-01-29","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","이정",""
"젊은 미망인",196,0,996000,20,996000,196,21,"2019-01-29","(주)라온컴퍼니플러스","(주)라온컴퍼니플러스","청소년관람불가","멜로/로맨스","한동호",""
"착한 친구아내",20,0,105000,20,105000,20,20,"2019-01-29","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김부곤",""
"딸의 애인 2",179,0,958000,20,958000,179,20,"2019-01-30","(주)컨텐츠 빌리지","(주)컨텐츠 빌리지","청소년관람불가","멜로/로맨스","김태수",""
"뺑반",1826912,0.008,15224305848,1285,15224305848,1826912,47215,"2019-01-30","호두앤유픽쳐스(주)","(주)쇼박스","15세이상관람가","범죄","한준희","공효진"
"친구엄마 그리고 정사-무삭제판",244,0,1183000,20,1183000,244,20,"2019-01-30","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","이전",""
"극장판 헬로카봇: 옴파로스 섬의 비밀",575362,0.002,4485953140,752,4485953140,575362,15827,"2019-01-31","(주)초이락컨텐츠팩토리","(주)넥스트엔터테인먼트월드(NEW)","전체관람가","애니메이션","최신규","이지현"
"아내의 맛",20,0,105000,20,105000,20,20,"2019-01-31","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김부곤",""
"맛있는누나들-무삭제",1,0,5000,1,5000,1,1,"2019-02-01","스마일컨텐츠","스마일컨텐츠","청소년관람불가","멜로/로맨스","강백호","설영"
"내방에 일본여자가 있다",169,0,938000,20,938000,169,20,"2019-02-12","(주)엔트리미디어","(주)엔트리미디어","청소년관람불가","멜로/로맨스","노세기","하마사키 마오"
"맛있는 동거",3,0,18000,2,18000,3,3,"2019-02-12","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김이슬","이은미"
"발기찬 처가살이",171,0,942000,20,942000,171,20,"2019-02-12","(주)가온콘텐츠","(주)가온콘텐츠","청소년관람불가","드라마","한동호",""
"기묘한 가족",263598,0.001,2121514275,625,2121514275,263598,15314,"2019-02-13","씨네주 유한회사","메가박스중앙(주)플러스엠","12세이상관람가","코미디","이민재","정재영"
"증인",2534748,0.011,20482789331,1047,20482789331,2534748,89564,"2019-02-13","(주)무비락","롯데컬처웍스(주)롯데엔터테인먼트","12세이상관람가","드라마","이한","정우성"
"맛있는 동거 무삭제",20,0,105000,20,105000,20,20,"2019-02-14","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김이슬","이은미"
"어린 새엄마-감독판",1,0,1000,1,1000,1,1,"2019-02-14","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","이전",""
"자매의은밀한스와핑-무삭제",113,0,650000,20,650000,113,20,"2019-02-15","스마일컨텐츠","스마일컨텐츠","청소년관람불가","멜로/로맨스","정민용",""
"내아내의제자들",1,0,5000,1,5000,1,1,"2019-02-18","스마일컨텐츠","스마일컨텐츠","청소년관람불가","멜로/로맨스","정민용",""
"불륜 동창회 2",20,0,105000,20,105000,20,20,"2019-02-18","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김종민","안소희"
"외도에 빠진 아내",1,0,2000,1,2000,1,1,"2019-02-18","(주)레드언더미디어","(주)레드언더미디어","청소년관람불가","기타","박은석",""
"맛있는 세자매-무삭제",1,0,5000,1,5000,1,1,"2019-02-20","(주)케이피에이기획","(주)케이피에이기획","청소년관람불가","멜로/로맨스","장두만",""
"사바하",2398519,0.011,20007508194,1174,20007508194,2398519,78096,"2019-02-20","(주)외유내강","(주)씨제이이엔엠","15세이상관람가","미스터리","장재현","이정재"
"중독: 관음증-무삭제판",1,0,1000,1,1000,1,1,"2019-02-20","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","이민",""
"로드킬",542,0,4239100,17,4239100,542,51,"2019-02-21","㈜리필름","(주)갤럭시컴퍼니","청소년관람불가","공포(호러)","이수성","이철민"
"정사 2018 무삭제",22,0,109000,20,109000,22,20,"2019-02-21","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김이슬","이은미"
"장모의유혹",116,0,764000,20,764000,116,20,"2019-02-22","스마일컨텐츠","스마일컨텐츠","청소년관람불가","멜로/로맨스","김이슬",""
"내 아내의 엄마",20,0,105000,20,105000,20,20,"2019-02-25","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김부곤",""
"우리 도련님",169,0,938000,20,938000,169,20,"2019-02-25","(주)영화사히트","(주)영화사히트","청소년관람불가","멜로/로맨스","김대성",""
"스튜디오",169,0,938000,20,938000,169,20,"2019-02-27","RGB","RGB","청소년관람불가","코미디","조일준","나영"
"자전차왕 엄복동",172212,0.001,1304861670,624,1304861670,172212,11245,"2019-02-27","(주)셀트리온엔터테인먼트","(주)셀트리온엔터테인먼트","12세이상관람가","드라마","김유성","정지훈"
"젊은 누나-무삭제판",1,0,1000,1,1000,1,1,"2019-02-27","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","이민",""
"천박한 누나",170,0,940000,20,940000,170,20,"2019-02-27","(주)가온콘텐츠","(주)가온콘텐츠","청소년관람불가","드라마","한동호",""
"맛섹 은밀한 경험 - 무삭제판",2,0,2000,1,2000,2,2,"2019-02-28","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","이전",""
"엄마친구의맛-무삭제",1,0,5000,1,5000,1,1,"2019-02-28","스마일컨텐츠","스마일컨텐츠","청소년관람불가","멜로/로맨스","정민용",""
"사춘기 여동생 무삭제판",1,0,2000,1,2000,1,1,"2019-03-04","선셋 시네마","선셋 시네마","청소년관람불가","멜로/로맨스","이상수","이소희"
"내 친구의 숙모",20,0,105000,20,105000,20,20,"2019-03-05","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김부곤","박주빈"
"친구 누나 3 무삭제",21,0,107000,20,107000,21,20,"2019-03-07","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김이슬",""
"가슴 큰 여자친구",189,0,978000,20,978000,189,20,"2019-03-08","(주)담화","(주)담화","청소년관람불가","멜로/로맨스","준세",""
"바람난 아내들-무삭제",1,0,5000,1,5000,1,1,"2019-03-08","(주)케이피에이기획","(주)케이피에이기획","청소년관람불가","멜로/로맨스","장두만",""
"어린 제부 2019 (감독판)",1,0,5000,1,5000,1,1,"2019-03-08","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","이정",""
"어린 형수님들 (감독판)",1,0,5000,1,5000,1,1,"2019-03-08","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","이재금",""
"처제와 형수들 (감독판)",1,0,5000,1,5000,1,1,"2019-03-08","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","이정",""
"밀애 : 착한 형수 무삭제",1,0,6000,1,6000,1,1,"2019-03-11","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김부곤","이채담"
"섹스하기 좋은 날 무삭제",58,0,177000,20,177000,58,20,"2019-03-12","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김이슬","박주빈"
"정사 : 착한 며느리들 2 무삭제",1,0,6000,1,6000,1,1,"2019-03-13","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김부곤",""
"엄마 애인 2",195,0,990000,20,990000,195,20,"2019-03-14","너바나 필름","(주)컨텐츠 빌리지","청소년관람불가","멜로/로맨스","최우성",""
"친구 누나 3",1,0,6000,1,6000,1,1,"2019-03-14","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김이슬",""
"섹스하기 좋은 날",1,0,6000,1,6000,1,1,"2019-03-15","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김이슬","박주빈"
"옆집 아가씨",186,0,972000,20,972000,186,20,"2019-03-15","선셋 시네마","(주)담화","청소년관람불가","멜로/로맨스","신성진","안소희"
"착한형수의사정-무삭제",1,0,5000,1,5000,1,1,"2019-03-15","스마일컨텐츠","스마일컨텐츠","청소년관람불가","멜로/로맨스","정민용",""
"사돈처녀 - 무삭제판",1,0,2000,1,2000,1,1,"2019-03-18","(주)컨텐츠 빌리지","(주)컨텐츠 빌리지","청소년관람불가","멜로/로맨스","김태수",""
"어린 형수 4-무삭제판",1,0,1000,1,1000,1,1,"2019-03-18","너바나 필름","(주)컨텐츠 빌리지","청소년관람불가","멜로/로맨스","최우성",""
"초대녀 2 - 무삭제판",1,0,1000,1,1000,1,1,"2019-03-18","(주)컨텐츠 빌리지","(주)컨텐츠 빌리지","청소년관람불가","멜로/로맨스","최우성",""
"내 처제가 된 첫사랑 무삭제",20,0,101000,20,101000,20,20,"2019-03-19","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김이슬","박주빈"
"돈",3389125,0.016,28870244062,1431,28870244062,3389125,120809,"2019-03-20","(주)사나이픽처스","(주)쇼박스","15세이상관람가","범죄","박누리","류준열"
"악질경찰",262233,0.001,2256615278,833,2256615278,262233,22785,"2019-03-20","청년필름(주)","워너브러더스 코리아(주)","청소년관람불가","범죄","이정범","이선균"
"우상",183784,0.001,1581839728,900,1581839728,183784,18545,"2019-03-20","리 공동체 영화사","CGV아트하우스","15세이상관람가","스릴러","이수진","한석규"
"거짓말 : 여자 모델의 섹스",20,0,105000,20,105000,20,20,"2019-03-21","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","유해종",""
"그녀의 하드코어-무삭제판",244,0,1183000,20,1183000,244,20,"2019-03-21","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","이동현",""
"딸의 친구 3",176,0,952000,20,952000,176,20,"2019-03-21","(주)컨텐츠 빌리지","(주)컨텐츠 빌리지","청소년관람불가","멜로/로맨스","계장혁",""
"동생의 여자-무삭제",110,0,644000,19,644000,110,20,"2019-03-22","(주)케이피에이기획","(주)케이피에이기획","청소년관람불가","멜로/로맨스","장두만",""
"물좋은하숙집-무삭제",1,0,5000,1,5000,1,1,"2019-03-25","에이원 미디어","에이원 미디어","청소년관람불가","멜로/로맨스","장두만",""
"상류시대 무삭제판",1,0,2000,1,2000,1,1,"2019-03-25","(주)가온콘텐츠","(주)가온콘텐츠","청소년관람불가","드라마","한동호","하마사키 마오"
"친구 아내 무삭제",20,0,105000,20,105000,20,20,"2019-03-26","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김이슬","박주빈"
"썬키스 패밀리",31742,0,245549900,417,245549900,31742,4922,"2019-03-27","(주)영화사두둥","메가박스중앙(주)플러스엠","15세이상관람가","가족","김지혜","박희순"
"누나의 비디오",1,0,1000,1,1000,1,1,"2019-03-28","(주)엔트리미디어","(주)엔트리미디어","청소년관람불가","성인물(에로)","에로핑",""
"다방엄마",194,0,1425000,20,1425000,194,22,"2019-03-28","(주)투모션","(주)투모션","청소년관람불가","멜로/로맨스","감수성",""
"어린 엄마 2",171,0,942000,20,942000,171,20,"2019-03-28","(주)컨텐츠 빌리지","(주)컨텐츠 빌리지","청소년관람불가","멜로/로맨스","정진호",""
"어린동생-무삭제",244,0,1183000,20,1183000,244,20,"2019-03-28","(주)케이알씨지","(주)케이알씨지","청소년관람불가","드라마","이동현",""
"엄마 친구의 떡 선물-무삭제판",244,0,1183000,20,1183000,244,20,"2019-03-28","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","민이",""
"여친 엄마 3",1,0,6000,1,6000,1,1,"2019-03-28","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김종민","백세리"
"친구 아내",1,0,6000,1,6000,1,1,"2019-03-28","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김이슬","박주빈"
"내친구의두엄마-무삭제",1,0,5000,1,5000,1,1,"2019-03-29","스마일컨텐츠","스마일컨텐츠","청소년관람불가","멜로/로맨스","정민용",""
"수상한 아가씨",1,0,2000,1,2000,1,1,"2019-04-01","고구마콘텐츠허브(주)","고구마콘텐츠허브(주)","청소년관람불가","기타","김서연",""
"관계 : 형수와 딸",1,0,6000,1,6000,1,1,"2019-04-02","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","정완경",""
"친구아빠 2",1,0,6000,1,6000,1,1,"2019-04-02","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","정완경",""
"학생의 엄마 : 첫 섹스 하던 날 2",1,0,6000,1,6000,1,1,"2019-04-02","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","정완경",""
"생일",1197565,0.005,9885147340,878,9885147340,1197565,71797,"2019-04-03","나우필름(주)","(주)넥스트엔터테인먼트월드(NEW)","전체관람가","드라마","이종언","설경구"
"아내의 엄마 2 무삭제",20,0,105000,20,105000,20,20,"2019-04-04","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김빛나","이채담"
"나의 젊은 형수님",1,0,5000,1,5000,1,1,"2019-04-05","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","이정",""
"어린 사촌 여동생들",1,0,5000,1,5000,1,1,"2019-04-05","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","이정",""
"여배우: 섹스수업",174,0,948000,20,948000,174,20,"2019-04-05","(주)제이에이와이이엔터테인먼트","(주)제이에이와이이엔터테인먼트","청소년관람불가","멜로/로맨스","노승택","조완진"
"자매의교환섹스-무삭제",1,0,5000,1,5000,1,1,"2019-04-05","에이원 미디어","에이원 미디어","청소년관람불가","멜로/로맨스","장두만",""
"누나 친구 3",20,0,105000,20,105000,20,20,"2019-04-08","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김부곤","박주빈"
"착한여자친구-무삭제",1,0,5000,1,5000,1,1,"2019-04-08","에이원 미디어","에이원 미디어","청소년관람불가","멜로/로맨스","장두만",""
"친절한 형수님",20,0,105000,20,105000,20,20,"2019-04-09","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","조태호",""
"형부를 탐하다",173,0,951000,20,951000,173,22,"2019-04-10","(주)가온콘텐츠","(주)가온콘텐츠","청소년관람불가","드라마","최정자",""
"맛있는 아내(무삭제판)",1,0,6000,1,6000,1,1,"2019-04-11","(주)마이애미미디어","(주)나우콘텐츠","청소년관람불가","멜로/로맨스","노현진","이채담"
"미성년",293352,0.001,2494615950,673,2494615950,293352,27314,"2019-04-11","(주)영화사레드피터","(주)쇼박스","15세이상관람가","드라마","김윤석","염정아"
"알래스카 북극곰(무삭제판)",1,0,6000,1,6000,1,1,"2019-04-11","(주)마이애미미디어","(주)나우콘텐츠","청소년관람불가","멜로/로맨스","윤중부","설영"
"예쁜누나(감독판)",1,0,6000,1,6000,1,1,"2019-04-11","(주)마이애미미디어","(주)마이애미미디어","청소년관람불가","멜로/로맨스","준세","도모세"
"내 엄마의 친구 2",440,0,2596000,25,2596000,440,26,"2019-04-12","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","이동현",""
"내아내의제자들-무삭제",1,0,5000,1,5000,1,1,"2019-04-12","스마일컨텐츠","스마일컨텐츠","청소년관람불가","멜로/로맨스","정민용",""
"조건아빠:슈가대디 무삭제판",1,0,1000,1,1000,1,1,"2019-04-12","(주)가온콘텐츠","(주)가온콘텐츠","청소년관람불가","멜로/로맨스","한동호",""
"이웃집 형수-무삭제",244,0,1183000,19,1183000,244,20,"2019-04-16","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","이동현",""
"남편 교환의 날",1,0,5000,1,5000,1,1,"2019-04-17","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","이정",""
"너 말고 니 언니",170,0,871000,20,871000,170,20,"2019-04-17","노바엔터테인먼트","노바엔터테인먼트","청소년관람불가","멜로/로맨스","김종민","조완진"
"스와핑: 교수와 제자들",1,0,5000,1,5000,1,1,"2019-04-17","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","이정",""
"어쩌다 옥탑방",1,0,1000,1,1000,1,1,"2019-04-17","고구마콘텐츠허브(주)","고구마콘텐츠허브(주)","15세이상관람가","SF","최병욱","이우룡"
"왓칭",55366,0,463512262,488,463512262,55366,8514,"2019-04-17","(주)스토리공감","(주)리틀빅픽쳐스","15세이상관람가","공포(호러)","김성기","강예원"
"음란한 병원",169,0,938000,20,938000,169,20,"2019-04-17","(주)가온콘텐츠","(주)가온콘텐츠","청소년관람불가","드라마","한동호",""
"크게 될 놈",102374,0,781972420,447,781972420,102374,7901,"2019-04-18","밀짚모자영화사(주)","(주)영화사오원","15세이상관람가","드라마","강지은","김해숙"
"내 사촌 누나",1,0,1000,1,1000,1,1,"2019-04-19","(주)씨맥스커뮤니케이션즈","(주)씨맥스커뮤니케이션즈","청소년관람불가","드라마","윤중부",""
"바람난 아내들2-무삭제",1,0,5000,1,5000,1,1,"2019-04-19","(주)케이피에이기획","(주)케이피에이기획","청소년관람불가","멜로/로맨스","장두만",""
"엄마학개론",110,0,644000,20,644000,110,20,"2019-04-19","스마일컨텐츠","스마일컨텐츠","청소년관람불가","멜로/로맨스","차지민",""
"사촌여동생들",1,0,5000,1,5000,1,1,"2019-04-22","스마일컨텐츠","스마일컨텐츠","청소년관람불가","멜로/로맨스","정민용",""
"아내의 맛 무삭제판",1,0,6000,1,6000,1,1,"2019-04-22","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김부곤",""
"동호회의 목적 2",20,0,105000,20,105000,20,20,"2019-04-23","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김부곤","안소희"
"뽀로로 극장판 보물섬 대모험",766843,0.003,5886383900,797,5886383900,766843,20075,"2019-04-25","(주)오콘","(주)넥스트엔터테인먼트월드(NEW)","전체관람가","애니메이션","김현호","이선"
"미용실 : 특별한 서비스 3",19,0,95000,20,95000,19,24,"2019-04-29","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김종민",""
